session_id,user_id,session_number,transcript,csi_score,acoustic_features,temporal_features,linguistic_features,label
54,3,30,"Describe a recent memory. I will not describe a recent memory. I went out with my friends and we had pizza and it was nice. And I ran out of money. And my friend is playing solitaire. And the other one is a coffee addict with a major caffeine addiction, which is fine.",77,"{'mfcc_0_mean': -277.368286, 'mfcc_0_var': 3359.088867, 'mfcc_1_mean': 100.210335, 'mfcc_1_var': 555.4375, 'mfcc_2_mean': -64.889732, 'mfcc_2_var': 1137.086182, 'mfcc_3_mean': 35.527489, 'mfcc_3_var': 957.973816, 'mfcc_4_mean': -26.719378, 'mfcc_4_var': 413.882812, 'mfcc_5_mean': -45.27256, 'mfcc_5_var': 247.092377, 'mfcc_6_mean': -30.069162, 'mfcc_6_var': 234.731964, 'mfcc_7_mean': -29.499567, 'mfcc_7_var': 257.300293, 'mfcc_8_mean': -16.388876, 'mfcc_8_var': 295.567444, 'mfcc_9_mean': -39.495934, 'mfcc_9_var': 337.298859, 'mfcc_10_mean': -22.667704, 'mfcc_10_var': 264.099335, 'mfcc_11_mean': -19.879126, 'mfcc_11_var': 115.344513, 'mfcc_12_mean': -16.830463, 'mfcc_12_var': 123.753876, 'mfcc_variance_avg': 638.358276, 'pitch_mean': 164.348017, 'pitch_var': 2075.520626, 'pitch_range': 292.195679, 'voiced_fraction': 0.858247, 'jitter_local': 0.028022, 'jitter_abs': 0.000178, 'energy_mean': 0.06001, 'energy_var': 0.001456, 'energy_range': 0.25323, 'shimmer_local': 0.152161, 'shimmer_abs': 0.009131, 'spectral_centroid_mean': 1333.4148, 'spectral_centroid_var': 118212.379045, 'speech_rate': 8.395221, 'syllable_count': 104, 'duration_sec': 12.388}","{'response_latency': 0.896, 'rhythm_consistency': 0.50158, 'pause_variability': 0.432741, 'speed_variability': 4.985886, 'mean_pause_duration': 0.333474, 'max_pause_duration': 1.664, 'pause_count': 19}","{'sentence_length_mean': 8.8333, 'lexical_diversity': 0.6792, 'avg_word_length': 3.9434, 'filler_ratio': 0.0, 'content_word_ratio': 0.4151, 'syntactic_complexity': 1.0, 'vocabulary_richness': 8.5299, 'word_count': 53, 'sentence_count': 6}",medium
55,3,31,I want to kill myself. I don't feel like living. I don't want to talk to anyone. I don't like anyone right now. I am very depressed in my life and I don't know what to do.,74,"{'mfcc_0_mean': -303.980927, 'mfcc_0_var': 4566.162598, 'mfcc_1_mean': 107.60424, 'mfcc_1_var': 703.535583, 'mfcc_2_mean': -64.906525, 'mfcc_2_var': 1098.239258, 'mfcc_3_mean': 38.848751, 'mfcc_3_var': 1512.183594, 'mfcc_4_mean': -25.61454, 'mfcc_4_var': 603.516968, 'mfcc_5_mean': -51.184681, 'mfcc_5_var': 321.11026, 'mfcc_6_mean': -27.765879, 'mfcc_6_var': 263.30069, 'mfcc_7_mean': -28.084141, 'mfcc_7_var': 179.601822, 'mfcc_8_mean': -31.970778, 'mfcc_8_var': 235.200714, 'mfcc_9_mean': -45.011253, 'mfcc_9_var': 335.562836, 'mfcc_10_mean': -16.549788, 'mfcc_10_var': 187.664139, 'mfcc_11_mean': -22.191393, 'mfcc_11_var': 151.304489, 'mfcc_12_mean': -16.33687, 'mfcc_12_var': 161.231049, 'mfcc_variance_avg': 793.739563, 'pitch_mean': 185.107433, 'pitch_var': 4555.57059, 'pitch_range': 256.690576, 'voiced_fraction': 0.821752, 'jitter_local': 0.020264, 'jitter_abs': 0.000119, 'energy_mean': 0.064365, 'energy_var': 0.001298, 'energy_range': 0.149909, 'shimmer_local': 0.153748, 'shimmer_abs': 0.009896, 'spectral_centroid_mean': 1237.807483, 'spectral_centroid_var': 117493.873234, 'speech_rate': 7.386364, 'syllable_count': 78, 'duration_sec': 10.56}","{'response_latency': 0.672, 'rhythm_consistency': 0.809807, 'pause_variability': 0.318197, 'speed_variability': 13.31451, 'mean_pause_duration': 0.421818, 'max_pause_duration': 1.12, 'pause_count': 11}","{'sentence_length_mean': 7.4, 'lexical_diversity': 0.5946, 'avg_word_length': 3.1892, 'filler_ratio': 0.0811, 'content_word_ratio': 0.3784, 'syntactic_complexity': 0.8, 'vocabulary_richness': 8.3468, 'word_count': 37, 'sentence_count': 5}",low
56,3,32,i um um don't know don't i am a prosiac prosiac i don't know what to i don't my girlfriend left me now i don't know what i need to do the work is not working the health is not helping,74,"{'mfcc_0_mean': -315.97052, 'mfcc_0_var': 4115.500488, 'mfcc_1_mean': 118.404053, 'mfcc_1_var': 452.824127, 'mfcc_2_mean': -64.380501, 'mfcc_2_var': 1342.537964, 'mfcc_3_mean': 24.939812, 'mfcc_3_var': 1253.268311, 'mfcc_4_mean': -28.161734, 'mfcc_4_var': 586.961121, 'mfcc_5_mean': -42.656685, 'mfcc_5_var': 366.714081, 'mfcc_6_mean': -28.473322, 'mfcc_6_var': 298.969543, 'mfcc_7_mean': -31.449778, 'mfcc_7_var': 197.82988, 'mfcc_8_mean': -29.5641, 'mfcc_8_var': 292.512024, 'mfcc_9_mean': -41.070038, 'mfcc_9_var': 504.462616, 'mfcc_10_mean': -12.636792, 'mfcc_10_var': 197.856079, 'mfcc_11_mean': -22.798088, 'mfcc_11_var': 164.483307, 'mfcc_12_mean': -20.00622, 'mfcc_12_var': 161.399139, 'mfcc_variance_avg': 764.25531, 'pitch_mean': 158.732395, 'pitch_var': 545.994608, 'pitch_range': 175.04483, 'voiced_fraction': 0.895692, 'jitter_local': 0.016716, 'jitter_abs': 0.000107, 'energy_mean': 0.060493, 'energy_var': 0.001468, 'energy_range': 0.187915, 'shimmer_local': 0.173105, 'shimmer_abs': 0.010472, 'spectral_centroid_mean': 1124.453944, 'spectral_centroid_var': 101604.31772, 'speech_rate': 7.670455, 'syllable_count': 108, 'duration_sec': 14.08}","{'response_latency': 0.736, 'rhythm_consistency': 0.612727, 'pause_variability': 0.275217, 'speed_variability': 10.299468, 'mean_pause_duration': 0.301091, 'max_pause_duration': 0.992, 'pause_count': 22}","{'sentence_length_mean': 41.0, 'lexical_diversity': 0.5366, 'avg_word_length': 3.122, 'filler_ratio': 0.0488, 'content_word_ratio': 0.3415, 'syntactic_complexity': 2.0, 'vocabulary_richness': 8.8658, 'word_count': 41, 'sentence_count': 1}",low
57,3,33,"I don't want to see a doctor. I want to kill myself. I will suicide. I will write a note and blame everyone else. I am not fine. My mental health is not fine right now. I don't know what to do. My earphones aren't working. Nothing is working. I don't know. No, no, no. No, no, no.",76,"{'mfcc_0_mean': -321.421631, 'mfcc_0_var': 3330.139648, 'mfcc_1_mean': 118.220245, 'mfcc_1_var': 630.584412, 'mfcc_2_mean': -75.483444, 'mfcc_2_var': 1121.074463, 'mfcc_3_mean': 18.924335, 'mfcc_3_var': 1312.96106, 'mfcc_4_mean': -30.804544, 'mfcc_4_var': 647.585938, 'mfcc_5_mean': -38.437862, 'mfcc_5_var': 475.308807, 'mfcc_6_mean': -26.86154, 'mfcc_6_var': 341.121613, 'mfcc_7_mean': -31.009739, 'mfcc_7_var': 248.705627, 'mfcc_8_mean': -21.229124, 'mfcc_8_var': 325.723969, 'mfcc_9_mean': -38.454929, 'mfcc_9_var': 364.088654, 'mfcc_10_mean': -21.45376, 'mfcc_10_var': 131.703293, 'mfcc_11_mean': -24.257805, 'mfcc_11_var': 123.535484, 'mfcc_12_mean': -18.314726, 'mfcc_12_var': 126.735847, 'mfcc_variance_avg': 706.097656, 'pitch_mean': 154.490261, 'pitch_var': 2269.951211, 'pitch_range': 271.639604, 'voiced_fraction': 0.839623, 'jitter_local': 0.022959, 'jitter_abs': 0.000156, 'energy_mean': 0.040582, 'energy_var': 0.0006, 'energy_range': 0.133637, 'shimmer_local': 0.15586, 'shimmer_abs': 0.006325, 'spectral_centroid_mean': 1215.920581, 'spectral_centroid_var': 114511.234893, 'speech_rate': 8.266903, 'syllable_count': 112, 'duration_sec': 13.548}","{'response_latency': 0.0, 'rhythm_consistency': 1.024798, 'pause_variability': 0.187275, 'speed_variability': 2.439562, 'mean_pause_duration': 0.144, 'max_pause_duration': 0.576, 'pause_count': 8}","{'sentence_length_mean': 4.8333, 'lexical_diversity': 0.569, 'avg_word_length': 3.3621, 'filler_ratio': 0.0172, 'content_word_ratio': 0.3793, 'syntactic_complexity': 0.0833, 'vocabulary_richness': 9.2563, 'word_count': 58, 'sentence_count': 12}",low
58,3,34,"Okay, test one. This is a basic test.",76,"{'mfcc_0_mean': -302.195862, 'mfcc_0_var': 3460.640137, 'mfcc_1_mean': 106.966286, 'mfcc_1_var': 462.053101, 'mfcc_2_mean': -71.282928, 'mfcc_2_var': 609.260864, 'mfcc_3_mean': 49.106758, 'mfcc_3_var': 1022.286987, 'mfcc_4_mean': -36.642876, 'mfcc_4_var': 442.982697, 'mfcc_5_mean': -52.028942, 'mfcc_5_var': 343.672241, 'mfcc_6_mean': -41.893642, 'mfcc_6_var': 237.514877, 'mfcc_7_mean': -31.866884, 'mfcc_7_var': 148.151855, 'mfcc_8_mean': -29.626192, 'mfcc_8_var': 277.36673, 'mfcc_9_mean': -52.47636, 'mfcc_9_var': 300.043457, 'mfcc_10_mean': -4.63662, 'mfcc_10_var': 90.256546, 'mfcc_11_mean': -24.008776, 'mfcc_11_var': 214.983902, 'mfcc_12_mean': -25.135342, 'mfcc_12_var': 218.288757, 'mfcc_variance_avg': 602.11554, 'pitch_mean': 160.358936, 'pitch_var': 67.374045, 'pitch_range': 31.225364, 'voiced_fraction': 0.95, 'jitter_local': 0.016609, 'jitter_abs': 0.000104, 'energy_mean': 0.068239, 'energy_var': 0.001322, 'energy_range': 0.114467, 'shimmer_local': 0.170868, 'shimmer_abs': 0.01166, 'spectral_centroid_mean': 1358.118957, 'spectral_centroid_var': 109484.755033, 'speech_rate': 10.59322, 'syllable_count': 20, 'duration_sec': 1.888}","{'response_latency': 0.736, 'rhythm_consistency': 0.0, 'pause_variability': 0.0, 'speed_variability': 0.0, 'mean_pause_duration': 0.0, 'max_pause_duration': 0.0, 'pause_count': 0}","{'sentence_length_mean': 4.0, 'lexical_diversity': 0.875, 'avg_word_length': 3.375, 'filler_ratio': 0.0, 'content_word_ratio': 0.625, 'syntactic_complexity': 0.0, 'vocabulary_richness': 4.428, 'word_count': 8, 'sentence_count': 2}",low
59,3,35,Test number two done.,81,"{'mfcc_0_mean': -260.950836, 'mfcc_0_var': 5033.999023, 'mfcc_1_mean': 107.457947, 'mfcc_1_var': 481.61972, 'mfcc_2_mean': -82.1147, 'mfcc_2_var': 1009.500122, 'mfcc_3_mean': 45.090698, 'mfcc_3_var': 771.745117, 'mfcc_4_mean': -36.500061, 'mfcc_4_var': 579.057434, 'mfcc_5_mean': -42.396812, 'mfcc_5_var': 198.836777, 'mfcc_6_mean': -30.048008, 'mfcc_6_var': 130.309189, 'mfcc_7_mean': -28.439634, 'mfcc_7_var': 129.888504, 'mfcc_8_mean': -18.559921, 'mfcc_8_var': 215.240448, 'mfcc_9_mean': -57.332619, 'mfcc_9_var': 504.055145, 'mfcc_10_mean': -27.49119, 'mfcc_10_var': 95.625267, 'mfcc_11_mean': -20.356173, 'mfcc_11_var': 76.09539, 'mfcc_12_mean': -20.354549, 'mfcc_12_var': 211.815781, 'mfcc_variance_avg': 725.983643, 'pitch_mean': 157.930591, 'pitch_var': 63.34512, 'pitch_range': 30.042719, 'voiced_fraction': 0.964286, 'jitter_local': 0.019473, 'jitter_abs': 0.000124, 'energy_mean': 0.096183, 'energy_var': 0.002107, 'energy_range': 0.171264, 'shimmer_local': 0.210285, 'shimmer_abs': 0.020226, 'spectral_centroid_mean': 1335.970909, 'spectral_centroid_var': 139796.113814, 'speech_rate': 11.574074, 'syllable_count': 10, 'duration_sec': 0.864}","{'response_latency': 0.512, 'rhythm_consistency': 0.0, 'pause_variability': 0.0, 'speed_variability': 0.0, 'mean_pause_duration': 0.0, 'max_pause_duration': 0.0, 'pause_count': 0}","{'sentence_length_mean': 4.0, 'lexical_diversity': 1.0, 'avg_word_length': 4.25, 'filler_ratio': 0.0, 'content_word_ratio': 1.0, 'syntactic_complexity': 0.0, 'vocabulary_richness': 2.9808, 'word_count': 4, 'sentence_count': 1}",high
60,3,36,Test number 3 done.,79,"{'mfcc_0_mean': -280.743561, 'mfcc_0_var': 6326.592285, 'mfcc_1_mean': 100.400551, 'mfcc_1_var': 454.031921, 'mfcc_2_mean': -86.464828, 'mfcc_2_var': 781.061157, 'mfcc_3_mean': 48.568508, 'mfcc_3_var': 1847.624512, 'mfcc_4_mean': -36.987465, 'mfcc_4_var': 561.339844, 'mfcc_5_mean': -47.088596, 'mfcc_5_var': 329.679596, 'mfcc_6_mean': -28.360226, 'mfcc_6_var': 98.413872, 'mfcc_7_mean': -25.391426, 'mfcc_7_var': 122.863525, 'mfcc_8_mean': -17.244598, 'mfcc_8_var': 111.699509, 'mfcc_9_mean': -54.1642, 'mfcc_9_var': 662.180725, 'mfcc_10_mean': -25.111855, 'mfcc_10_var': 159.735107, 'mfcc_11_mean': -22.824055, 'mfcc_11_var': 48.725586, 'mfcc_12_mean': -21.137291, 'mfcc_12_var': 107.447945, 'mfcc_variance_avg': 893.184265, 'pitch_mean': 153.201817, 'pitch_var': 124.061192, 'pitch_range': 37.962725, 'voiced_fraction': 1.0, 'jitter_local': 0.024846, 'jitter_abs': 0.000163, 'energy_mean': 0.0716, 'energy_var': 0.001901, 'energy_range': 0.142063, 'shimmer_local': 0.257084, 'shimmer_abs': 0.018407, 'spectral_centroid_mean': 1458.239381, 'spectral_centroid_var': 127461.067418, 'speech_rate': 9.072581, 'syllable_count': 9, 'duration_sec': 0.992}","{'response_latency': 0.352, 'rhythm_consistency': 0.0, 'pause_variability': 0.0, 'speed_variability': 0.0, 'mean_pause_duration': 0.0, 'max_pause_duration': 0.0, 'pause_count': 0}","{'sentence_length_mean': 3.0, 'lexical_diversity': 1.0, 'avg_word_length': 4.6667, 'filler_ratio': 0.0, 'content_word_ratio': 1.0, 'syntactic_complexity': 0.0, 'vocabulary_richness': 2.483, 'word_count': 3, 'sentence_count': 1}",medium
61,3,37,Test number one,79,"{'mfcc_0_mean': -321.407135, 'mfcc_0_var': 5381.350098, 'mfcc_1_mean': 125.311996, 'mfcc_1_var': 670.580017, 'mfcc_2_mean': -89.485764, 'mfcc_2_var': 1257.858032, 'mfcc_3_mean': 34.314602, 'mfcc_3_var': 953.00415, 'mfcc_4_mean': -43.700573, 'mfcc_4_var': 701.083008, 'mfcc_5_mean': -38.550159, 'mfcc_5_var': 454.31424, 'mfcc_6_mean': -24.309391, 'mfcc_6_var': 308.789703, 'mfcc_7_mean': -30.202253, 'mfcc_7_var': 130.069595, 'mfcc_8_mean': -20.865709, 'mfcc_8_var': 245.843552, 'mfcc_9_mean': -52.409176, 'mfcc_9_var': 429.104034, 'mfcc_10_mean': -28.197365, 'mfcc_10_var': 220.697098, 'mfcc_11_mean': -18.830936, 'mfcc_11_var': 124.406136, 'mfcc_12_mean': -23.409859, 'mfcc_12_var': 136.515137, 'mfcc_variance_avg': 847.201294, 'pitch_mean': 121.686555, 'pitch_var': 591.529536, 'pitch_range': 51.423625, 'voiced_fraction': 0.588235, 'jitter_local': 0.026579, 'jitter_abs': 0.000228, 'energy_mean': 0.046398, 'energy_var': 0.001188, 'energy_range': 0.133912, 'shimmer_local': 0.225086, 'shimmer_abs': 0.010443, 'spectral_centroid_mean': 1323.017174, 'spectral_centroid_var': 177156.126421, 'speech_rate': 6.628788, 'syllable_count': 7, 'duration_sec': 1.056}","{'response_latency': 0.416, 'rhythm_consistency': 0.0, 'pause_variability': 0.0, 'speed_variability': 0.0, 'mean_pause_duration': 0.0, 'max_pause_duration': 0.0, 'pause_count': 0}","{'sentence_length_mean': 3.0, 'lexical_diversity': 1.0, 'avg_word_length': 4.3333, 'filler_ratio': 0.0, 'content_word_ratio': 1.0, 'syntactic_complexity': 0.0, 'vocabulary_richness': 2.483, 'word_count': 3, 'sentence_count': 1}",medium
62,3,38,Test number two.,80,"{'mfcc_0_mean': -381.010864, 'mfcc_0_var': 3828.207764, 'mfcc_1_mean': 120.573662, 'mfcc_1_var': 585.947327, 'mfcc_2_mean': -63.10181, 'mfcc_2_var': 1584.021362, 'mfcc_3_mean': 5.535912, 'mfcc_3_var': 1377.842529, 'mfcc_4_mean': -36.072353, 'mfcc_4_var': 624.779114, 'mfcc_5_mean': -43.223, 'mfcc_5_var': 195.069046, 'mfcc_6_mean': -24.914793, 'mfcc_6_var': 287.670441, 'mfcc_7_mean': -31.206488, 'mfcc_7_var': 114.968201, 'mfcc_8_mean': -21.749685, 'mfcc_8_var': 225.258224, 'mfcc_9_mean': -30.433508, 'mfcc_9_var': 739.806396, 'mfcc_10_mean': -16.332426, 'mfcc_10_var': 155.111511, 'mfcc_11_mean': -10.726529, 'mfcc_11_var': 115.602692, 'mfcc_12_mean': -19.550356, 'mfcc_12_var': 395.135559, 'mfcc_variance_avg': 786.878479, 'pitch_mean': 334.852132, 'pitch_var': 4410.695445, 'pitch_range': 152.885461, 'voiced_fraction': 0.46, 'jitter_local': 0.034562, 'jitter_abs': 0.000108, 'energy_mean': 0.028747, 'energy_var': 0.000544, 'energy_range': 0.083965, 'shimmer_local': 0.201549, 'shimmer_abs': 0.005794, 'spectral_centroid_mean': 1156.494785, 'spectral_centroid_var': 178213.428125, 'speech_rate': 7.653061, 'syllable_count': 12, 'duration_sec': 1.568}","{'response_latency': 0.0, 'rhythm_consistency': 0.0, 'pause_variability': 0.0, 'speed_variability': 0.0, 'mean_pause_duration': 0.0, 'max_pause_duration': 0.0, 'pause_count': 0}","{'sentence_length_mean': 3.0, 'lexical_diversity': 1.0, 'avg_word_length': 4.3333, 'filler_ratio': 0.0, 'content_word_ratio': 1.0, 'syntactic_complexity': 0.0, 'vocabulary_richness': 2.483, 'word_count': 3, 'sentence_count': 1}",high
63,3,39,Test number three.,79,"{'mfcc_0_mean': -360.948029, 'mfcc_0_var': 4735.07666, 'mfcc_1_mean': 106.429741, 'mfcc_1_var': 547.285339, 'mfcc_2_mean': -86.705559, 'mfcc_2_var': 1277.773804, 'mfcc_3_mean': 46.782074, 'mfcc_3_var': 1968.632812, 'mfcc_4_mean': -42.515045, 'mfcc_4_var': 584.227783, 'mfcc_5_mean': -45.789139, 'mfcc_5_var': 177.788467, 'mfcc_6_mean': -30.420097, 'mfcc_6_var': 151.686768, 'mfcc_7_mean': -30.262691, 'mfcc_7_var': 265.505035, 'mfcc_8_mean': -11.653139, 'mfcc_8_var': 126.891579, 'mfcc_9_mean': -36.558826, 'mfcc_9_var': 527.924072, 'mfcc_10_mean': -20.906097, 'mfcc_10_var': 194.318695, 'mfcc_11_mean': -27.170156, 'mfcc_11_var': 298.929596, 'mfcc_12_mean': -27.289541, 'mfcc_12_var': 327.451538, 'mfcc_variance_avg': 860.268555, 'pitch_mean': 186.903505, 'pitch_var': 1491.261627, 'pitch_range': 127.170977, 'voiced_fraction': 0.783784, 'jitter_local': 0.056427, 'jitter_abs': 0.000314, 'energy_mean': 0.026687, 'energy_var': 0.000414, 'energy_range': 0.063231, 'shimmer_local': 0.197858, 'shimmer_abs': 0.00528, 'spectral_centroid_mean': 1508.454019, 'spectral_centroid_var': 133686.476369, 'speech_rate': 11.016949, 'syllable_count': 13, 'duration_sec': 1.18}","{'response_latency': 0.032, 'rhythm_consistency': 0.462, 'pause_variability': 0.0, 'speed_variability': 9.361448, 'mean_pause_duration': 0.288, 'max_pause_duration': 0.288, 'pause_count': 1}","{'sentence_length_mean': 3.0, 'lexical_diversity': 1.0, 'avg_word_length': 5.0, 'filler_ratio': 0.0, 'content_word_ratio': 1.0, 'syntactic_complexity': 0.0, 'vocabulary_richness': 2.483, 'word_count': 3, 'sentence_count': 1}",medium
64,3,40,"Okay now this is gonna be for 30 seconds I'm gonna speak something This better come out to be a low score I see 3 judges, 4 judges, I don't know how many And I see like 4 volunteers Now this should work",79,"{'mfcc_0_mean': -329.575958, 'mfcc_0_var': 2632.412842, 'mfcc_1_mean': 109.289658, 'mfcc_1_var': 536.294617, 'mfcc_2_mean': -66.348198, 'mfcc_2_var': 949.500793, 'mfcc_3_mean': 23.902836, 'mfcc_3_var': 1329.626465, 'mfcc_4_mean': -32.82304, 'mfcc_4_var': 493.912384, 'mfcc_5_mean': -40.367306, 'mfcc_5_var': 292.511322, 'mfcc_6_mean': -28.147894, 'mfcc_6_var': 298.64682, 'mfcc_7_mean': -36.421001, 'mfcc_7_var': 255.533661, 'mfcc_8_mean': -21.467451, 'mfcc_8_var': 224.50174, 'mfcc_9_mean': -40.129456, 'mfcc_9_var': 466.911407, 'mfcc_10_mean': -18.938232, 'mfcc_10_var': 244.931427, 'mfcc_11_mean': -11.498771, 'mfcc_11_var': 132.159286, 'mfcc_12_mean': -22.908831, 'mfcc_12_var': 257.462219, 'mfcc_variance_avg': 624.18512, 'pitch_mean': 186.028792, 'pitch_var': 3912.249239, 'pitch_range': 293.888352, 'voiced_fraction': 0.716628, 'jitter_local': 0.033192, 'jitter_abs': 0.000192, 'energy_mean': 0.039058, 'energy_var': 0.000607, 'energy_range': 0.12167, 'shimmer_local': 0.185507, 'shimmer_abs': 0.007246, 'spectral_centroid_mean': 1301.176055, 'spectral_centroid_var': 163280.327863, 'speech_rate': 8.506894, 'syllable_count': 116, 'duration_sec': 13.636}","{'response_latency': 0.0, 'rhythm_consistency': 0.801854, 'pause_variability': 0.101502, 'speed_variability': 4.569607, 'mean_pause_duration': 0.118857, 'max_pause_duration': 0.416, 'pause_count': 14}","{'sentence_length_mean': 41.0, 'lexical_diversity': 0.7317, 'avg_word_length': 3.6098, 'filler_ratio': 0.0244, 'content_word_ratio': 0.5122, 'syntactic_complexity': 3.0, 'vocabulary_richness': 7.9156, 'word_count': 41, 'sentence_count': 1}",medium
65,3,41,"Recording number 2, I am stable and I am happy. We have 3 laptops on the table, my red bottle, a coffee container, 2 airpods, 1 wired earphones, I love wired earphones by the way. And now we will see what happens, I see that blue teacher is poaching everyone.",79,"{'mfcc_0_mean': -318.450104, 'mfcc_0_var': 3052.847656, 'mfcc_1_mean': 113.606506, 'mfcc_1_var': 407.450226, 'mfcc_2_mean': -63.383785, 'mfcc_2_var': 1212.991943, 'mfcc_3_mean': 18.153225, 'mfcc_3_var': 1063.61792, 'mfcc_4_mean': -24.821037, 'mfcc_4_var': 429.548035, 'mfcc_5_mean': -43.949165, 'mfcc_5_var': 249.41571, 'mfcc_6_mean': -31.355093, 'mfcc_6_var': 241.467331, 'mfcc_7_mean': -36.619785, 'mfcc_7_var': 197.352158, 'mfcc_8_mean': -27.70134, 'mfcc_8_var': 207.46019, 'mfcc_9_mean': -39.70953, 'mfcc_9_var': 425.160156, 'mfcc_10_mean': -13.912151, 'mfcc_10_var': 176.928406, 'mfcc_11_mean': -11.208664, 'mfcc_11_var': 139.290527, 'mfcc_12_mean': -22.70628, 'mfcc_12_var': 219.896057, 'mfcc_variance_avg': 617.186584, 'pitch_mean': 189.328699, 'pitch_var': 4759.095364, 'pitch_range': 351.716479, 'voiced_fraction': 0.867804, 'jitter_local': 0.03231, 'jitter_abs': 0.000186, 'energy_mean': 0.04928, 'energy_var': 0.001109, 'energy_range': 0.14996, 'shimmer_local': 0.199661, 'shimmer_abs': 0.009839, 'spectral_centroid_mean': 1180.344289, 'spectral_centroid_var': 128278.385159, 'speech_rate': 7.531325, 'syllable_count': 113, 'duration_sec': 15.004}","{'response_latency': 0.0, 'rhythm_consistency': 0.706971, 'pause_variability': 0.131026, 'speed_variability': 5.549115, 'mean_pause_duration': 0.156444, 'max_pause_duration': 0.384, 'pause_count': 18}","{'sentence_length_mean': 15.3333, 'lexical_diversity': 0.7826, 'avg_word_length': 4.2609, 'filler_ratio': 0.0, 'content_word_ratio': 0.5217, 'syntactic_complexity': 1.3333, 'vocabulary_richness': 7.9018, 'word_count': 46, 'sentence_count': 3}",medium
66,3,42,"Testing number three I see one teacher, I see two teachers, I see many teachers. I see Sanatya doing some work. I see him wearing some Nike shoes. Nice shoes. And now we will see what happens for this long recordings. I hope the projector screen does not break and that my phone is happy.",79,"{'mfcc_0_mean': -328.367004, 'mfcc_0_var': 3575.763916, 'mfcc_1_mean': 117.027657, 'mfcc_1_var': 635.180847, 'mfcc_2_mean': -66.917839, 'mfcc_2_var': 1041.928711, 'mfcc_3_mean': 35.146732, 'mfcc_3_var': 1200.028809, 'mfcc_4_mean': -36.687122, 'mfcc_4_var': 581.338074, 'mfcc_5_mean': -44.032169, 'mfcc_5_var': 374.621948, 'mfcc_6_mean': -32.012531, 'mfcc_6_var': 314.2146, 'mfcc_7_mean': -35.254177, 'mfcc_7_var': 205.073242, 'mfcc_8_mean': -23.555489, 'mfcc_8_var': 264.005188, 'mfcc_9_mean': -43.10458, 'mfcc_9_var': 306.462097, 'mfcc_10_mean': -18.866976, 'mfcc_10_var': 152.486404, 'mfcc_11_mean': -18.074396, 'mfcc_11_var': 172.634781, 'mfcc_12_mean': -21.526348, 'mfcc_12_var': 240.124802, 'mfcc_variance_avg': 697.220276, 'pitch_mean': 179.870668, 'pitch_var': 4825.506283, 'pitch_range': 349.245663, 'voiced_fraction': 0.798687, 'jitter_local': 0.035475, 'jitter_abs': 0.000217, 'energy_mean': 0.04299, 'energy_var': 0.000672, 'energy_range': 0.143386, 'shimmer_local': 0.190787, 'shimmer_abs': 0.008202, 'spectral_centroid_mean': 1240.041317, 'spectral_centroid_var': 142964.967768, 'speech_rate': 8.634868, 'syllable_count': 126, 'duration_sec': 14.592}","{'response_latency': 0.416, 'rhythm_consistency': 0.808891, 'pause_variability': 0.157671, 'speed_variability': 3.447946, 'mean_pause_duration': 0.166, 'max_pause_duration': 0.512, 'pause_count': 16}","{'sentence_length_mean': 9.1667, 'lexical_diversity': 0.7455, 'avg_word_length': 4.1091, 'filler_ratio': 0.0, 'content_word_ratio': 0.5636, 'syntactic_complexity': 0.5, 'vocabulary_richness': 8.2955, 'word_count': 55, 'sentence_count': 6}",medium
